actual,テキスト
0,0万なんて売上だけですぐ回収できるのよhikakinはだから大したことない
0,んあれどこ
0,マスオtvありますか?
0,一十二度見ても
0,奈良県もうありますか皆さん教えてください
0,ぼくはごさいですたべたいです
0,生半可な気持ちでやらないで
0,なんやねん
0,すするやん
0,うへへ0円広いやしたラーメン0杯いただきやす◎
0,ヒカキンゲームズのホームから来た人
0,0週間も休んだ言い訳がこれはなあ
0,アンタ味見してるだけやん
0,なんえん
0,このラーメン好きアピールがしたいから何ヵ月前からラーメン旅とか始めたのかな
0,一年じゃそう簡単にできないよあまいは
0,ヒカキンさんかっこいいと思う人↓
0,セイキンヒヤシチュウカ
0,ヒカキンのバ力舌具合が露呈するいい機会
0,小池百合子
0,蒙古タンメン買うわ
0,うわ釣られたわ
0,でも結局お金入るのは自分のところだろ笑
0,ぜったい買う人
0,00ん
0,このコメント残念だわまずそうとか言ってる奴は絶対買うなよヒカキンさんの努力の何も知らない奴が語ってんじゃねーよ
0,あさってやん
0,かうと思った人↓
0,再生数が0万人いって欲しい人↓
0,ヒカキンいつもみてるよあいと0さいより
0,結構期待はずれ
0,いつまで活動休止するの
0,税金対策
0,ぼったくり
0,引退悲しいです
0,バズり目的の為に使われてて可哀想
0,な
0,けんからか
0,クッピーラムネ0袋買った方がまだいい
0,今から間に合いますか
0,絶対買う人↓
0,くるりと蒙古タンメンに謝った方がいいよ
0,いいねしてくれたぶん買います
0,正直に言います失望しました
0,ヒカキンさん何百億って持ってるんだから0円くらいにしてよー
0,ミソキソ
0,00東京に上京頭痛が痛い
0,視聴者を弄ぶな
0,hikakinさんこんどでいいので薬品のシャンプーとリンスとボディーソープを作ってくださいよお願いします
0,ラ王買います
0,ヒカキンの癖に廃課金な行動するな散財しすぎ
0,食べたら頭おかしくなるよ
0,禊ん
0,お前が実際ラーメン作って客に対して永遠と対応するなら応援する裏切るなよ
0,また小銭稼ぐの
0,結局金儲け
0,いらん
0,あ
0,他力本願な感じがゆがめない
0,まじでどうでもいい
0,いい歳したおっさんがこれレジ持ってきたら笑うわ
0,誰が買うか
0,まずそ
0,いや報告こんなことかよ
0,は
0,あ
0,友達いないのは今もだろ
0,いらねぇー
0,しょーもな
0,誰がやっても同じだろヒカキンである必要性がない
0,内容しょうもないな笑
0,で一週間休んで何をしていたん笑要は期待商法やんな一週間身を隠して遊んで期待値を上げたかったん
0,なんで0万もとーろくしゃいるのバイシューしてんだろ
0,しょーもな
